river_name,river_length_km,source_lat,source_lon,mouth_lat,mouth_lon,countries_passed,continent,main_country,length_category
Limpopo,1173.4143236670477,-2704239.805107308,3001343.0600734116,-2881083.3491226067,3732453.3837374784,"Botswana, Mozambique, South Africa",Africa,Mozambique,Medium
San Juan,358.60687764703505,-3646706.156602183,-7728888.329480132,-3791659.0533548836,-7498683.101253731,Argentina,South America,Argentina,Short
Mangoky,312.8977077671718,-2427430.8167689336,5082039.1439455785,-2414043.315979369,4847099.576047253,Madagascar,Africa,Madagascar,Short
Setit,322.55979696915716,1549674.609074127,4209730.264991625,1634626.0221378482,3995858.780409453,"Eritrea, Ethiopia, Sudan",Africa,Ethiopia,Short
Mamberamo,290.1280022699838,-352967.6883987297,15440252.535995545,-164134.037552896,15352120.982102867,Indonesia,Asia,Indonesia,Short
Kheta,2192.667758283998,11024169.99232997,10265874.744120471,11695156.16686554,11363284.896132128,Russia,Europe,Russia,Long
Chulyshman,299.17270780793007,6652604.082031735,9768926.708707102,6501118.439260438,9980498.96747846,Russia,Europe,Russia,Short
Konqi,392.4979459819956,5020043.82594378,9614840.530728206,4930474.245862328,9950511.192541616,China,Asia,China,Short
Tarim,1057.1812415380996,5106375.097551551,9657346.31285728,4906317.837628041,9004404.231239019,China,Asia,China,Medium
Desaguadero,1099.2484807969279,-4666803.964150232,-7232462.104179856,-3792632.8293587593,-7498683.101253731,Argentina,South America,Argentina,Medium
Bahr el  Zeraf,226.1349506977317,1047039.205159124,3466384.5812799227,861531.2142442717,3399223.271307182,South Sudan,Africa,South Sudan,Short
Sanaga,476.95213891874755,546198.7859921862,1461177.0271019433,401421.56687616167,1093110.6541006486,Cameroon,Africa,Cameroon,Short
Busira,272.30778916141264,-24234.715841362588,2109634.8030608078,-31134.876918930768,2310287.0981112807,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Jubba,760.4240758671059,478547.8019826083,4671613.747909517,-27053.08750284493,4745645.557704653,"Ethiopia, Somalia",Africa,Somalia,Medium
Xiliao,368.66040923039134,5356438.907894164,13753963.364791872,5347269.17236688,13442774.294117766,China,Asia,China,Short
Sangha,480.01690153448334,-138372.70959588725,1875581.2252503408,183744.50959549236,1788830.2939485512,"Democratic Republic of the Congo, Republic of the Congo",Africa,Republic of the Congo,Short
Ruki,99.36058064935688,7674.231213575926,2025384.2118842576,-24234.715841362588,2109634.8030608078,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Songhua,1208.0849800161445,5883936.493344444,14508484.481758997,6026560.827174564,14751816.495642906,China,Asia,China,Medium
Min,167.07899491443868,3425907.54688726,11545635.788570253,3327659.389793486,11643942.639668258,China,Asia,China,Short
Khatanga,501.2414507212142,11695156.16686554,11363284.896132128,11997276.150172753,11696308.458725993,Russia,Europe,Russia,Medium
Grande,448.21522394272114,-2331924.7107088277,-5186050.5753945345,-2237255.8814541805,-5630771.397561462,Brazil,South America,Brazil,Short
Grande,757.4649513541239,-2431756.2749909344,-4941155.848932349,-2241776.593369623,-5606542.558195689,Brazil,South America,Brazil,Medium
Syr Darya,161.58455732430386,5021052.073680628,7565822.669138425,5752972.499326291,6875109.145063015,"Kazakhstan, Tajikistan",Asia,Kazakhstan,Short
Syr Darya,2115.968752809229,5000001.74604223,7620460.536396922,5767145.248309263,6853051.796740791,"Kazakhstan, Tajikistan, Uzbekistan",Asia,Kazakhstan,Long
Naryn,82.18370794408173,5082877.200327393,8087774.105804194,5099038.220506098,8159751.288279021,Kyrgyzstan,Asia,Kyrgyzstan,Short
Naryn,1012.0884353643083,5114437.69493886,8653666.302410038,5082877.200327393,8087774.105804194,"Kyrgyzstan, Tajikistan, Uzbekistan",Asia,Kyrgyzstan,Medium
Mouhoun,94.08281564767894,961472.5066616869,-108675.1093347309,957995.928760691,-190672.67663755882,Ghana,Africa,Ghana,Short
Mouhoun,1202.8949076449549,1239600.2301883178,-585894.9176077616,957995.928760691,-190672.67663755882,"Burkina Faso, Ghana, Ivory Coast",Africa,Burkina Faso,Medium
Volta,337.69029902823524,702295.0779493448,11501.564576103796,961472.5066616869,-108675.1093347309,Ghana,Africa,Ghana,Short
Volta,114.69837622426824,638055.1657159966,74781.91183271042,702295.0779493448,11501.564576103796,Ghana,Africa,Ghana,Short
Culuene,579.6606072782208,-1676322.4269176621,-6079060.639928867,-1273987.9933303443,-5949369.084737094,Brazil,South America,Brazil,Medium
Godävari,1486.993505107534,2259926.690759297,8198952.273025168,1903184.2465657005,9101373.943922222,India,Asia,India,Medium
Tobol,2036.841040830625,6706923.676950237,6780498.448932754,7966442.508098,7594022.157333517,"Kazakhstan, Russia",Europe,Russia,Long
Lower Tunguska,5505.92417842824,7945384.901883228,11765214.571264384,9776795.04482417,9791793.949809019,Russia,Europe,Russia,Long
Marañón,1452.98761163838,-1101752.0181816975,-8528931.943292651,-492598.85739910905,-8181417.279016422,Peru,South America,Peru,Medium
Caquetá,1068.1133977177788,147060.87030614624,-8519629.047370156,-132686.10236981622,-7731687.623315999,Colombia,South America,Colombia,Medium
Pamir,137.06052297966428,4475483.778031603,8193625.461454006,4417425.49514556,8088176.334433033,"Afghanistan, Tajikistan",Asia,Afghanistan,Short
Indigirka,3997.617380102675,8942525.982424518,16142315.430030743,11437974.022288134,16701369.73994626,Russia,Europe,Russia,Long
Juruena,437.6094430917811,-1624570.3038703837,-6575655.366411496,-1221145.7807992604,-6529901.859880619,Brazil,South America,Brazil,Short
Colorado,1352.4840425719644,-4178406.637114534,-7825983.0591696,-4666803.964150232,-7232462.104179856,Argentina,South America,Argentina,Medium
Bío-Bío,431.9868890530062,-4661942.615232523,-7930459.227750531,-4385158.997757807,-8144857.957967812,Chile,South America,Chile,Short
Panj,1033.2679220546172,4417425.49514556,8088176.334433033,4416374.726190522,7593326.410516061,"Afghanistan, Tajikistan",Asia,Afghanistan,Medium
Santa Cruz,376.31324574686874,-6452242.257232667,-8012965.016361426,-6416481.781661077,-7682504.302395933,Argentina,South America,Argentina,Short
Xingu,1532.7042041390857,-1273987.9933303443,-5949369.084737094,-426607.5343546975,-5856372.738644216,Brazil,South America,Brazil,Medium
Amu Darya,1847.3741812323628,4416374.726190522,7593326.410516061,5501323.621893107,6491677.852227141,"Afghanistan, Turkmenistan, Uzbekistan",Asia,Uzbekistan,Medium
Tapajós,1306.919669489795,-1221145.7807992604,-6529901.859880619,-266816.67822256766,-6086616.015524699,Brazil,South America,Brazil,Medium
Trofimovskaya Protoka,437.3951936924378,12184328.15477973,14275012.504803747,11852868.455433272,14083247.288241897,Russia,Europe,Russia,Short
Tumatskaya Protoka,369.2223368812293,11835102.317687765,14087905.530605663,12172000.699194793,14089166.571712302,Russia,Europe,Russia,Short
Japurá,719.7564361109327,-132686.10236981622,-7731687.623315999,-352416.1116859417,-7213127.952385341,"Brazil, Colombia",South America,Brazil,Medium
Xi,487.0230488289966,2565273.6379362117,12640985.877739593,2564381.037468403,12597528.879258526,China,Asia,China,Short
Orange,1239.2255088889738,-3364315.34973217,2630211.052657694,-3300969.4037614632,1835331.1847559954,"Namibia, South Africa",Africa,South Africa,Medium
Paraná,486.98428342244705,-2909055.644460543,-6079006.284708753,-2910635.8359973584,-6079223.705589209,"Brazil, Paraguay",South America,Brazil,Short
Paraná,1353.8436877489228,-2658034.3404778056,-5988461.359043012,-2910635.8359973584,-6079223.705589209,"Argentina, Brazil, Paraguay",South America,Brazil,Medium
Araguaia,1899.9071118353677,-2007467.7991053166,-5912752.690707361,-587215.7112866128,-5447670.403085768,Brazil,South America,Brazil,Medium
Vaal,135.27085158137103,-3103754.576290321,3174861.229243024,-3179275.622474394,2904416.831566299,South Africa,Africa,South Africa,Short
Vaal,1072.4096301841123,-3027653.986614511,3354586.764549644,-3187405.116928496,2852262.997867009,South Africa,Africa,South Africa,Medium
Aldan,4172.429458829629,7628520.1243809955,13755322.245294722,9183128.431191806,14402926.644297797,Russia,Europe,Russia,Long
São Francisco,498.4198395491502,-2146978.9407151756,-5019253.4291920075,-1240074.8982118582,-4803430.592207742,Brazil,South America,Brazil,Short
São Francisco,1729.4700717756791,-2048130.9565346723,-5038565.838898477,-1167213.046234618,-4052926.326007038,Brazil,South America,Brazil,Medium
Shishhid Gol,17.541181585609777,6660796.16237724,11055117.975696355,6649817.36259877,11068136.050913636,Mongolia,Asia,Mongolia,Short
Shishhid Gol,393.80073293388403,6522530.468748665,10999365.826425526,6660796.16237724,11055117.975696355,"Mongolia, Russia",Asia,Mongolia,Short
Paranaíba,280.61843020001095,-2069600.7509617126,-5466721.907735691,-2143423.8806832028,-5620492.825437923,Brazil,South America,Brazil,Short
Paranaíba,425.6944354400359,-2161022.73017562,-5155646.983023824,-2069600.7509617126,-5466721.907735691,Brazil,South America,Brazil,Short
Yenisey,4208.033832256168,7952070.678924655,10352495.222893987,11055585.422324557,9259194.325522939,Russia,Europe,Russia,Long
Ob,4104.8078257371835,8616907.761529205,7665118.785242502,7113979.377759156,9054068.595857095,Russia,Europe,Russia,Long
Ob,281.52109866047033,7113979.377759156,9054068.595857095,7296925.017462391,9242344.20728763,Russia,Europe,Russia,Short
Tocantins,209.43787622664541,-587215.7112866128,-5447670.403085768,-424350.9481876659,-5531160.021180724,Brazil,South America,Brazil,Short
Tocantins,136.06869430612127,-424350.9481876659,-5531160.021180724,-296055.2328241313,-5529284.766086794,Brazil,South America,Brazil,Short
Bafing,654.8380436190382,1177807.8958895456,-1345655.8777938625,1542679.3696358528,-1207936.0565912689,"Guinea, Mali",Africa,Mali,Medium
Bénoué,461.78887410215964,862675.685297776,1505503.7091048313,1054306.6466741716,1327381.6527915709,"Cameroon, Nigeria",Africa,Cameroon,Short
Indaiá,303.92394918206924,-2296319.7558972533,-5176231.30488096,-2146978.9407151756,-5019253.4291920075,Brazil,South America,Brazil,Short
Kolyma,4960.321130381308,8787323.331082793,16165362.043359041,10576938.823414627,17895499.570628595,Russia,Europe,Russia,Long
N'Mai,496.83696108970895,3282327.5567548387,10907434.84264688,2943540.123116056,10852128.406180983,"China, Myanmar",Asia,Myanmar,Short
Magdalena,1376.703254276647,214853.74933452514,-8516756.373987136,1238829.6554406614,-8333280.328492657,Colombia,South America,Colombia,Medium
Neuquén,599.5600233208478,-4348199.9589725165,-7881805.870226577,-4691180.878975749,-7571285.368759871,Argentina,South America,Argentina,Medium
Nanpan,970.3348287126222,2965448.762675564,11568503.02967217,2886381.6945125684,11907897.02406338,China,Asia,China,Medium
Sénégal,982.2124164476454,1542679.3696358528,-1207936.0565912689,1735164.7055593345,-1457192.7894675918,"Mali, Mauritania, Senegal",Africa,Mauritania,Medium
Kyzyl-Khem,278.16417530729797,6679273.959130046,10909337.275350867,6640275.118068351,10662184.08949295,Russia,Europe,Russia,Short
Nu,799.8133721866415,3733234.3161507687,10187771.728338804,3539610.0414758082,10752973.613649204,China,Asia,China,Medium
Benue,675.2290545932892,1054306.6466741716,1327381.6527915709,863596.7325835106,753325.30212462,Nigeria,Africa,Nigeria,Medium
Ayeyarwady,1581.1109580585376,2943540.123116056,10852128.406180983,1821834.4238801582,10574509.119449222,Myanmar,Asia,Myanmar,Medium
Negro,733.1135005944392,-4691180.878975749,-7571285.368759871,-4990428.84058929,-6991043.394043956,Argentina,South America,Argentina,Medium
Malyy Yenisey,184.6040739058563,6718549.368459821,10515767.433072131,6640275.118068351,10662184.08949295,Russia,Europe,Russia,Short
Verkhniy Yenisey,470.33433401318314,7424886.934652538,10286855.859084439,7085729.260092092,10186950.964515084,Russia,Europe,Russia,Short
Verkhniy Yenisey,1621.700280446267,7085729.260092092,10186950.964515084,7952070.678924655,10352495.222893987,Russia,Europe,Russia,Medium
Nu,1550.996452417821,3539610.0414758082,10752973.613649204,2370793.4407883678,10965850.397703296,"China, Myanmar",Asia,China,Medium
Hongshui,542.7239380651582,2887218.359009996,11907897.02406338,2711384.509054859,12192664.022240119,China,Asia,China,Medium
Quan,112.93634497427367,2664086.106993706,12255090.992540937,2711384.509054859,12192664.022240119,China,Asia,China,Short
Xun,176.30877805665722,2664463.0343269277,12255080.121496916,2673232.0817368864,12390011.51990767,China,Asia,China,Short
Braco Menor,454.15445355411333,-1081183.6405909096,-5585493.499206579,-1432635.856601897,-5619859.587123595,Brazil,South America,Brazil,Short
Salween,688.3828905314094,2370793.4407883678,10965850.397703296,1856911.2778611,10872973.633094667,"Myanmar, Thailand",Asia,Myanmar,Medium
Ganges,4022.9297865818603,2511126.4843434757,9914147.550285416,2530781.4647918534,9960387.536036314,"Bangladesh, China, India",Asia,India,Long
Indus,3197.26506185721,2727702.9443345796,7530861.391561162,2742819.2063059695,7561289.443780927,"China, India, Pakistan",Asia,Pakistan,Long
Indus,83.52337866322851,4016351.3122382555,8093709.695840629,4088421.636538473,8102015.173474035,Pakistan,Asia,Pakistan,Short
Niger,4589.678488548859,1713803.3835361681,-443421.7324062032,613568.299929026,730778.7568213705,"Guinea, Mali, Niger, Nigeria, Sierra Leone",Africa,Mali,Long
Niger,142.1367481252411,1736277.4266246578,-479105.93441098067,1096263.5910653605,514934.1777490611,"Mali, Nigeria",Africa,Nigeria,Short
Ubangi,502.75675425363966,407048.25348611333,2070172.913258114,-57861.281125582806,1975812.2511403782,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Medium
Shiquan,356.8072719209668,3668983.257684528,9088094.9636484,3798802.571101713,8876017.20132998,China,Asia,China,Short
Huang,73.55942814864376,4122609.668175972,10858759.74303488,4117136.677107202,10830071.057858767,China,Asia,China,Short
Huang,4609.768331375233,4156927.39913486,10704945.34115656,4117136.677107202,10830071.057858767,China,Asia,China,Long
Abay,59.21522558287851,1320438.3434853016,4131404.3928074907,1295276.6603156708,4161924.8489014474,Ethiopia,Africa,Ethiopia,Short
Abay,128.9674662397965,1227988.505395718,4138742.347522868,1320443.8618493709,4131404.3928074907,Ethiopia,Africa,Ethiopia,Short
Zambezi,491.3780955280455,-2019515.6302775827,3007936.348273227,-1751789.4976273747,3428238.087803983,"Mozambique, Zambia, Zimbabwe",Africa,Mozambique,Short
Zambezi,2379.346474356192,-1266715.501890228,2701226.147736509,-2118522.550186774,4022460.2251331955,"Angola, Botswana, Democratic Republic of the Congo, Mozambique, Namibia, Zambia, Zimbabwe",Africa,Zambia,Long
Shire,30.157480187817217,-1650390.848597671,3927110.298009386,-1621445.7455128194,3924827.378764602,Malawi,Africa,Malawi,Short
Shire,419.52348968362946,-1609676.3575212674,3922479.2332556834,-1989948.0957571107,3932491.4648006624,"Malawi, Mozambique",Africa,Malawi,Short
Amur,182.25503919867398,6372058.822969514,15229680.413274284,6723912.982514829,15597420.654954897,Russia,Europe,Russia,Short
Amur,2572.077031969131,6449698.924079723,14203290.791863453,6723926.122279017,15597420.654954897,"China, Russia",Europe,Russia,Long
El Bahr el Azraq,75.58051797744048,1257378.0991239818,3871423.3750026925,1312310.8762923162,3827123.870609861,Sudan,Africa,Sudan,Short
El Bahr el Azraq,816.8592922907966,1128225.0711910753,3935236.4034164147,1750705.5564006374,3616644.151762795,"Ethiopia, Sudan",Africa,Sudan,Medium
Hailar,624.4788308099128,6387541.209881964,13612938.746206352,6329928.109312232,13121611.04055276,"China, Russia",Asia,China,Medium
Orinoco,2099.3341446249615,262589.53777602146,-7061658.978254932,962739.7684123595,-6917101.270362007,"Colombia, Venezuela",South America,Venezuela,Long
Grande,1011.2060357062135,-1975151.9326712398,-7383034.217178385,-1776821.4664616885,-7198343.33251436,Bolivia,South America,Bolivia,Medium
Rio Negro,1761.041558352331,227625.19294532159,-7829787.924577571,-345937.9903651523,-6668643.559221355,"Brazil, Colombia, Venezuela",South America,Brazil,Medium
Kibali,326.560037917425,258050.38433581343,3380905.5621287967,397864.47627162194,3182172.006348344,Democratic Republic of the Congo,Africa,Democratic Republic of the Congo,Short
Kasai,1551.390266033959,-1252076.3978158962,2475418.2568173185,-332831.4519129203,1888669.962253771,"Angola, Democratic Republic of the Congo",Africa,Democratic Republic of the Congo,Medium
